"df","df.residual","logLik","AIC","BIC","adj.r.squared","deviance","nobs","method","sp.crit","scale.est","model"
12.7869063476531,37.2130936523469,-71.2606282980731,176.173493490103,208.345419052784,0.678880446323484,0.756125468886448,50,"-REML",92.1683481835935,1.36057906428559,"m1"
14.6465243833696,35.3534756166304,-67.4707790656289,173.552204350137,210.464426262609,0.709534880805524,0.790429561042376,50,"-REML",90.5350937029307,1.23069665349415,"m2"
16.7774167534344,33.2225832465656,-63.9043858140566,171.427748358588,213.127991849539,0.731997954728514,0.818291423279964,50,"-REML",90.5857034303427,1.13552092299376,"m3"
